Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,DTI_Ratio,Savings_Amount,Collateral_Value,Loan_Status
59,Male,Single,Graduate,Salaried,984955.0,815763.0,12,489.0,0,0.61,400889,156893,Rejected
28,Male,Married,Not Graduate,Salaried,350162.0,74625.0,36,581.0,2,0.08,30531,0,Rejected
18,Male,Married,Not Graduate,Student,26758.0,50000.0,12,573.0,0,1.0,7432,349462,Rejected
50,Male,Single,Graduate,Salaried,771766.0,390040.0,36,547.0,0,0.2,26577,0,Rejected
30,Female,Single,Graduate,Salaried,260706.0,143168.0,48,633.0,2,0.17,15787,442352,Approved
20,Female,Married,Not Graduate,Unemployed,11239.0,50000.0,24,605.0,2,1.0,2198,0,Rejected
18,Female,Married,Not Graduate,Unemployed,5149.0,50000.0,36,625.0,1,1.0,807,0,Rejected
58,Male,Married,Graduate,Salaried,1261866.0,322289.0,24,601.0,1,0.14,233341,0,Approved
18,Female,Single,Graduate,Unemployed,29065.0,50000.0,60,582.0,2,0.46,7382,0,Rejected
19,Female,Married,Graduate,Student,30038.0,50000.0,60,576.0,0,0.44,5489,0,Rejected
47,Female,Single,Not Graduate,Self-Employed,1072815.0,181644.0,36,571.0,2,0.07,533610,399275,Approved
56,Female,Single,Graduate,Salaried,1467897.0,622501.0,36,624.0,2,0.17,45016,0,Rejected
53,Male,Married,Not Graduate,Salaried,1459578.0,708188.0,36,675.0,2,0.19,72150,0,Rejected
55,Female,Married,Not Graduate,Salaried,482283.0,183642.0,48,635.0,3,0.12,41287,0,Rejected
21,Male,Single,Graduate,Salaried,828894.0,462673.0,24,627.0,1,0.24,100642,180756,Approved
51,Female,Single,Graduate,Salaried,669089.0,247270.0,60,623.0,3,0.1,300751,0,Approved
46,Female,Single,Graduate,Salaried,1104146.0,366253.0,36,695.0,1,0.13,5384,0,Rejected
56,Female,Married,Not Graduate,Self-Employed,936896.0,851786.0,60,633.0,1,0.14,27272,269277,Approved
30,Male,Married,Graduate,Self-Employed,877871.0,336896.0,36,628.0,1,0.15,58573,0,Approved
27,Female,Single,Not Graduate,Salaried,1146472.0,412406.0,60,646.0,2,0.1,26566,0,Rejected
41,Male,Married,Not Graduate,Salaried,932670.0,474398.0,12,560.0,0,0.54,62477,0,Rejected
38,Female,Single,Not Graduate,Self-Employed,608559.0,320309.0,12,650.0,2,0.56,253661,0,Rejected
37,Female,Single,Not Graduate,Self-Employed,335268.0,193201.0,48,603.0,3,0.18,9532,0,Rejected
56,Female,Single,Graduate,Salaried,993888.0,266483.0,24,669.0,3,0.15,292702,0,Approved
20,Female,Married,Not Graduate,Unemployed,22459.0,50000.0,24,687.0,1,1.0,7545,0,Rejected
51,Male,Single,Graduate,Salaried,,,48,,0,0.02,228726,0,Approved
18,Male,Single,Not Graduate,Student,28082.0,50000.0,36,603.0,2,0.71,8766,0,Rejected
49,Male,Married,Not Graduate,Salaried,447716.0,205593.0,12,606.0,1,0.49,9849,0,Rejected
58,Male,Single,Graduate,Self-Employed,456729.0,145896.0,48,605.0,2,0.1,43042,0,Rejected
60,Male,Married,Not Graduate,Self-Employed,489790.0,264369.0,12,582.0,2,0.58,235072,0,Rejected
32,Male,Single,Graduate,Unemployed,1619896.0,806050.0,48,486.0,0,0.16,781862,148696,Approved
25,Female,Single,Not Graduate,Salaried,953399.0,233682.0,12,540.0,0,0.26,143579,0,Approved
58,Male,Single,Graduate,Self-Employed,836904.0,69611.0,12,662.0,3,0.09,141509,453741,Approved
29,Male,Married,Not Graduate,Self-Employed,829639.0,94274.0,48,613.0,1,0.04,100530,214284,Approved
24,Female,Single,Graduate,Salaried,483882.0,209846.0,24,679.0,3,0.24,180414,144560,Approved
42,Female,Single,Not Graduate,Salaried,1163027.0,324784.0,24,605.0,1,0.16,250143,120527,Approved
17,Female,Married,Not Graduate,Unemployed,7043.0,50000.0,12,630.0,1,1.0,1843,0,Rejected
47,Male,Single,Not Graduate,Self-Employed,,,60,,3,0.1,689664,0,Approved
26,Female,Married,Not Graduate,Salaried,1078193.0,121551.0,24,418.0,0,0.06,477096,0,Approved
43,Female,Married,Not Graduate,Salaried,1373188.0,479648.0,48,583.0,3,0.11,635175,0,Approved
38,Male,Married,Not Graduate,Self-Employed,1746705.0,678124.0,36,572.0,3,0.15,233177,0,Approved
43,Female,Married,Not Graduate,Salaried,1373150.0,641349.0,48,524.0,0,0.15,128455,0,Approved
58,Female,Single,Not Graduate,Unemployed,662947.0,379613.0,12,661.0,3,0.61,171533,0,Rejected
23,Male,Married,Not Graduate,Part-Time,81880.0,50000.0,36,616.0,1,0.24,24616,230971,Rejected
58,Male,Married,Not Graduate,Salaried,256853.0,153691.0,12,600.0,3,0.64,85943,0,Rejected
27,Male,Married,Not Graduate,Salaried,1040704.0,445206.0,36,669.0,1,0.17,306477,0,Approved
52,Male,Married,Graduate,Self-Employed,1275277.0,602690.0,36,666.0,2,0.19,534792,0,Rejected
44,Male,Married,Graduate,Salaried,1282680.0,291970.0,24,540.0,0,0.13,16486,0,Rejected
21,Male,Single,Graduate,Part-Time,96439.0,55857.0,36,669.0,3,0.23,36634,0,Rejected
31,Male,Single,Not Graduate,Salaried,1413435.0,217607.0,48,475.0,0,0.05,700699,0,Approved
40,Female,Single,Graduate,Salaried,998060.0,225555.0,12,610.0,2,0.24,433684,487253,Approved
56,Female,Single,Graduate,Self-Employed,535152.0,231835.0,24,657.0,2,0.24,19069,0,Rejected
34,Male,Single,Graduate,Self-Employed,1864293.0,287547.0,24,672.0,2,0.09,911414,0,Approved
42,Female,Married,Graduate,Self-Employed,956620.0,286432.0,24,651.0,2,0.17,442684,331972,Approved
34,Male,Married,Graduate,Salaried,1062731.0,271462.0,60,382.0,0,0.07,352345,0,Approved
45,Male,Married,Graduate,Self-Employed,518559.0,149497.0,48,634.0,2,0.09,95324,0,Approved
53,Female,Single,Not Graduate,Salaried,2799785.0,54157.0,48,446.0,0,0.05,3397,0,Rejected
25,Female,Single,Graduate,Salaried,334101.0,159401.0,12,684.0,1,0.51,87744,266591,Rejected
52,Female,Single,Graduate,Salaried,1126841.0,217448.0,48,616.0,1,0.06,160699,0,Approved
35,Male,Married,Graduate,Salaried,628827.0,144887.0,48,501.0,0,0.07,97104,167978,Approved
17,Male,Single,Not Graduate,Student,28145.0,50000.0,24,657.0,2,1.0,1901,0,Rejected
19,Female,Single,Graduate,Unemployed,9883.0,50000.0,24,683.0,1,1.0,3371,0,Rejected
43,Male,Single,Graduate,Self-Employed,1913177.0,1046328.0,12,609.0,3,0.58,292585,0,Rejected
33,Male,Married,Not Graduate,Salaried,1241887.0,807975.0,36,601.0,2,0.16,32223,0,Rejected
24,Male,Married,Not Graduate,Part-Time,163581.0,55302.0,60,674.0,3,0.09,13893,0,Rejected
32,Male,Single,Graduate,Self-Employed,1776166.0,543544.0,60,662.0,1,0.08,848302,397771,Approved
23,Female,Married,Not Graduate,Salaried,581202.0,95441.0,36,618.0,2,0.07,2240,0,Rejected
18,Female,Married,Graduate,Student,32458.0,50000.0,48,587.0,3,0.49,15617,0,Rejected
56,Female,Single,Graduate,Salaried,966047.0,292897.0,24,661.0,3,0.17,142946,452932,Approved
23,Female,Married,Graduate,Part-Time,86987.0,51461.0,12,565.0,3,0.63,28615,448967,Rejected
17,Male,Single,Graduate,Student,5576.0,50000.0,24,499.0,0,1.0,1130,0,Rejected
51,Female,Single,Not Graduate,Salaried,732147.0,294793.0,60,376.0,0,0.11,293071,91218,Approved
58,Male,Single,Graduate,Salaried,536543.0,233673.0,36,540.0,0,0.17,180355,0,Approved
55,Male,Married,Graduate,Self-Employed,1166910.0,250800.0,60,699.0,1,0.06,263305,0,Approved
51,Female,Single,Graduate,Salaried,362793.0,144347.0,36,677.0,1,0.16,32608,0,Rejected
25,Female,Married,Graduate,Part-Time,88156.0,50249.0,48,559.0,3,0.18,32452,0,Rejected
36,Male,Married,Graduate,Salaried,,,48,,1,0.05,607887,166070,Approved
42,Male,Single,Not Graduate,Self-Employed,1592298.0,180775.0,48,638.0,2,0.04,197577,0,Rejected
58,Male,Single,Not Graduate,Salaried,,,60,,0,0.11,16885,0,Rejected
45,Female,Married,Not Graduate,Salaried,1339657.0,696065.0,24,594.0,2,0.29,624151,0,Approved
38,Male,Single,Not Graduate,Salaried,551948.0,366816.0,24,679.0,1,0.2,159321,123233,Approved
41,Male,Married,Not Graduate,Self-Employed,1471695.0,852270.0,48,407.0,0,0.18,674103,0,Approved
44,Male,Married,Graduate,Salaried,1175362.0,406119.0,24,622.0,2,0.2,3291,88751,Approved
27,Female,Single,Graduate,Salaried,264694.0,110308.0,60,567.0,3,0.11,72676,96272,Approved
49,Male,Single,Graduate,Self-Employed,989532.0,512877.0,12,671.0,1,0.55,231874,0,Rejected
49,Female,Single,Graduate,Salaried,625547.0,77846.0,48,556.0,3,0.04,103450,0,Approved
40,Female,Married,Graduate,Salaried,867684.0,382243.0,36,626.0,2,0.18,29295,0,Rejected
59,Female,Single,Graduate,Salaried,628737.0,136138.0,48,609.0,2,0.07,11368,0,Rejected
40,Male,Single,Graduate,Self-Employed,1462173.0,698124.0,12,581.0,2,0.51,585033,0,Rejected
54,Male,Married,Not Graduate,Salaried,871368.0,487956.0,60,516.0,0,0.15,338474,0,Approved
19,Male,Married,Not Graduate,Unemployed,3493.0,50000.0,36,552.0,3,1.0,1545,0,Rejected
37,Female,Married,Not Graduate,Self-Employed,963287.0,235018.0,60,662.0,1,0.07,63579,60330,Approved
45,Male,Married,Graduate,Self-Employed,1459179.0,434719.0,36,620.0,1,0.12,377440,0,Approved
24,Male,Single,Graduate,Part-Time,110595.0,64511.0,12,529.0,0,0.62,24494,0,Rejected
25,Male,Married,Graduate,Part-Time,155077.0,66863.0,12,608.0,1,0.46,2664,315795,Rejected
21,Male,Married,Not Graduate,Unemployed,119077.0,68895.0,24,568.0,3,0.33,3413,0,Rejected
48,Male,Married,Graduate,Salaried,476610.0,218701.0,12,654.0,2,0.49,183091,246167,Rejected
39,Female,Single,Graduate,Self-Employed,1356814.0,737003.0,24,601.0,2,0.31,431839,467107,Approved
48,Male,Single,Not Graduate,Salaried,621760.0,236355.0,48,610.0,2,0.12,76247,303517,Approved
24,Female,Single,Graduate,Salaried,677432.0,290293.0,12,528.0,0,0.25,47869,0,Rejected
26,Male,Married,Graduate,Salaried,288519.0,133828.0,60,645.0,1,0.12,47302,316378,Approved
17,Male,Married,Not Graduate,Unemployed,2405.0,50000.0,36,584.0,3,1.0,966,0,Rejected
30,Female,Single,Graduate,Self-Employed,,,60,,0,0.14,479332,0,Approved
17,Male,Single,Graduate,Student,18301.0,50000.0,48,678.0,2,0.86,3145,0,Rejected
33,Female,Single,Graduate,Salaried,1383441.0,101726.0,60,588.0,2,0.02,688906,0,Approved
20,Female,Married,Not Graduate,Unemployed,27864.0,50000.0,60,674.0,2,0.48,754,472543,Rejected
21,Male,Married,Graduate,Part-Time,132446.0,77096.0,36,673.0,1,0.23,17261,0,Approved
44,Male,Single,Not Graduate,Self-Employed,666158.0,710408.0,12,580.0,2,0.61,223423,121677,Rejected
55,Female,Single,Graduate,Salaried,,,12,,0,0.31,20646,327041,Approved
20,Female,Married,Not Graduate,Unemployed,2846.0,50000.0,60,603.0,1,1.0,426,125297,Rejected
18,Male,Married,Not Graduate,Student,26080.0,50000.0,48,665.0,1,0.61,11615,0,Rejected
36,Female,Single,Not Graduate,Salaried,793641.0,263180.0,24,571.0,2,0.19,131123,0,Approved
52,Female,Married,Not Graduate,Salaried,1248881.0,186650.0,12,601.0,3,0.16,379431,0,Approved
46,Male,Married,Not Graduate,Salaried,704591.0,168622.0,24,555.0,3,0.14,41089,0,Rejected
34,Female,Married,Not Graduate,Salaried,259118.0,111755.0,60,610.0,2,0.12,3133,0,Rejected
43,Female,Married,Not Graduate,Salaried,972644.0,414849.0,36,676.0,2,0.17,53756,0,Approved
43,Male,Married,Graduate,Salaried,1265662.0,677322.0,36,459.0,0,0.21,94788,0,Approved
38,Male,Single,Graduate,Salaried,877134.0,385131.0,36,433.0,0,0.18,306552,0,Approved
54,Male,Single,Graduate,Self-Employed,1045551.0,569602.0,36,605.0,2,0.13,143637,0,Approved
40,Male,Single,Not Graduate,Self-Employed,2799785.0,556371.0,48,444.0,0,0.15,203081,398536,Approved
52,Male,Married,Graduate,Salaried,696893.0,98122.0,60,672.0,1,0.04,155032,0,Approved
48,Female,Married,Graduate,Salaried,477876.0,250676.0,48,680.0,1,0.17,52774,0,Approved
19,Female,Married,Not Graduate,Unemployed,2926.0,50000.0,36,657.0,2,1.0,584,0,Approved
29,Female,Single,Graduate,Self-Employed,1232995.0,866642.0,36,568.0,3,0.15,33054,0,Rejected
34,Female,Married,Not Graduate,Salaried,1189570.0,493317.0,24,631.0,3,0.23,358877,0,Rejected
40,Female,Married,Not Graduate,Salaried,972716.0,420425.0,36,574.0,0,0.17,127037,0,Approved
51,Female,Married,Not Graduate,Self-Employed,1887263.0,947833.0,60,636.0,2,0.13,266878,145144,Approved
34,Female,Single,Graduate,Self-Employed,1178846.0,481679.0,12,661.0,1,0.44,32874,0,Rejected
28,Male,Single,Not Graduate,Salaried,1482679.0,1457526.0,12,653.0,3,0.53,472000,299226,Rejected
26,Female,Married,Graduate,Salaried,786450.0,113283.0,36,647.0,3,0.06,315102,0,Approved
34,Female,Married,Graduate,Salaried,1234012.0,250199.0,36,647.0,1,0.08,335115,0,Approved
39,Female,Single,Graduate,Self-Employed,946794.0,280476.0,48,486.0,0,0.09,214111,433052,Approved
17,Male,Married,Not Graduate,Unemployed,19971.0,50000.0,24,479.0,0,1.0,6449,0,Rejected
30,Male,Married,Not Graduate,Unemployed,777069.0,178861.0,12,655.0,1,0.25,924,305957,Approved
28,Female,Married,Not Graduate,Self-Employed,1797435.0,310318.0,48,655.0,2,0.05,172359,0,Rejected
27,Male,Single,Not Graduate,Self-Employed,452743.0,142419.0,36,586.0,0,0.13,137230,0,Approved
40,Male,Married,Graduate,Self-Employed,1503257.0,77134.0,36,574.0,3,0.02,546609,0,Approved
47,Male,Married,Graduate,Self-Employed,405057.0,229339.0,60,607.0,1,0.15,80236,279393,Approved
60,Female,Single,Graduate,Self-Employed,1868295.0,452804.0,24,662.0,3,0.1,317186,0,Approved
18,Male,Single,Graduate,Student,27367.0,50000.0,24,670.0,3,1.0,1050,0,Rejected
53,Male,Single,Not Graduate,Self-Employed,1094989.0,362068.0,12,660.0,2,0.21,329,0,Rejected
27,Male,Married,Not Graduate,Self-Employed,1153787.0,626608.0,36,604.0,1,0.22,353657,148631,Approved
45,Female,Married,Graduate,Salaried,773745.0,319680.0,60,667.0,3,0.11,54084,0,Approved
34,Female,Married,Not Graduate,Salaried,720973.0,80977.0,36,563.0,2,0.04,179625,155130,Approved
51,Female,Married,Graduate,Salaried,1490841.0,322211.0,12,526.0,0,0.23,464826,0,Approved
41,Male,Married,Graduate,Salaried,827039.0,352103.0,36,554.0,0,0.17,303626,0,Approved
36,Female,Single,Not Graduate,Self-Employed,993949.0,218310.0,60,642.0,1,0.06,264546,0,Approved
57,Female,Married,Not Graduate,Self-Employed,394098.0,318787.0,60,554.0,2,0.11,29457,0,Rejected
26,Female,Married,Not Graduate,Salaried,1366651.0,429532.0,24,677.0,3,0.18,531436,0,Approved
32,Male,Single,Graduate,Self-Employed,1589244.0,714964.0,12,619.0,1,0.48,82498,0,Rejected
39,Female,Single,Graduate,Salaried,750991.0,303919.0,24,403.0,0,0.23,16972,0,Rejected
21,Female,Married,Not Graduate,Salaried,753703.0,442081.0,24,632.0,2,0.33,25808,0,Rejected
31,Male,Single,Graduate,Salaried,924212.0,171181.0,36,699.0,1,0.07,113914,0,Approved
56,Male,Married,Graduate,Salaried,1356201.0,539933.0,36,399.0,0,0.16,34317,445767,Approved
23,Male,Single,Not Graduate,Part-Time,107744.0,51297.0,24,699.0,1,0.27,36984,87420,Approved
53,Female,Single,Graduate,Self-Employed,756805.0,111767.0,48,514.0,0,0.05,234412,106678,Approved
22,Female,Single,Not Graduate,Part-Time,82931.0,50000.0,24,508.0,0,0.34,7542,396037,Approved
35,Female,Single,Graduate,Salaried,725896.0,242232.0,24,627.0,2,0.19,340075,0,Approved
55,Female,Married,Not Graduate,Self-Employed,1184078.0,191087.0,12,696.0,1,0.17,435281,0,Approved
47,Female,Single,Graduate,Self-Employed,1377461.0,753974.0,36,678.0,3,0.22,487065,0,Approved
23,Male,Single,Graduate,Part-Time,189911.0,83231.0,12,607.0,2,0.47,954,120232,Rejected
58,Female,Single,Graduate,Salaried,1087397.0,613685.0,48,537.0,0,0.18,513424,0,Approved
40,Female,Married,Not Graduate,Self-Employed,535548.0,292528.0,48,556.0,3,0.17,86613,416016,Approved
26,Female,Married,Graduate,Salaried,632428.0,724560.0,60,550.0,3,0.15,100314,0,Approved
20,Male,Married,Graduate,Unemployed,2091.0,50000.0,60,607.0,1,1.0,548,0,Rejected
59,Female,Single,Not Graduate,Self-Employed,1586749.0,433958.0,60,602.0,1,0.05,767475,0,Approved
39,Female,Married,Graduate,Salaried,1140472.0,489078.0,12,558.0,3,0.46,350247,0,Rejected
20,Female,Single,Not Graduate,Student,20238.0,50000.0,48,571.0,3,0.78,3718,0,Rejected
22,Female,Single,Not Graduate,Part-Time,2799785.0,89105.0,36,585.0,2,0.19,12190,0,Approved
30,Male,Married,Graduate,Self-Employed,1111807.0,139610.0,36,585.0,0,0.05,217208,0,Approved
54,Male,Single,Not Graduate,Salaried,791656.0,165079.0,36,577.0,3,0.08,250732,77338,Approved
56,Female,Married,Graduate,Salaried,1216451.0,607191.0,24,604.0,1,0.28,595257,414170,Approved
46,Female,Single,Graduate,Student,877313.0,135744.0,36,645.0,1,0.06,262499,0,Approved
23,Male,Single,Graduate,Salaried,447023.0,100132.0,60,694.0,1,0.06,127869,0,Approved
30,Female,Single,Graduate,Salaried,1196111.0,717154.0,12,623.0,3,0.64,105639,0,Rejected
41,Female,Single,Not Graduate,Salaried,538294.0,330985.0,24,558.0,3,0.2,162497,0,Approved
49,Male,Single,Graduate,Self-Employed,1897705.0,1135978.0,60,670.0,1,0.16,24697,432457,Rejected
52,Female,Married,Graduate,Salaried,327861.0,176774.0,12,692.0,1,0.57,46404,352888,Rejected
17,Female,Single,Graduate,Student,3643.0,50000.0,12,646.0,1,1.0,710,0,Approved
57,Male,Single,Not Graduate,Self-Employed,1253983.0,196636.0,24,697.0,1,0.09,222127,0,Approved
42,Female,Single,Graduate,Salaried,932347.0,455113.0,12,646.0,2,0.52,175656,0,Rejected
28,Female,Married,Not Graduate,Salaried,827247.0,265115.0,24,527.0,0,0.18,320119,63724,Approved
19,Female,Single,Graduate,Unemployed,12744.0,50000.0,48,653.0,1,1.0,1783,0,Rejected
43,Female,Single,Not Graduate,Self-Employed,1409017.0,496172.0,36,615.0,2,0.14,347049,0,Approved
53,Male,Married,Graduate,Self-Employed,372788.0,57357.0,60,664.0,1,0.04,10704,0,Rejected
19,Female,Single,Graduate,Student,23854.0,76983.0,60,628.0,2,0.56,946,0,Rejected
60,Male,Married,Graduate,Salaried,1884914.0,1049529.0,60,481.0,0,0.15,427455,285214,Approved
57,Female,Married,Not Graduate,Self-Employed,1144823.0,411330.0,48,633.0,3,0.11,134596,0,Rejected
19,Female,Single,Graduate,Unemployed,7589.0,50000.0,48,599.0,2,1.0,1757,0,Rejected
33,Female,Single,Not Graduate,Self-Employed,1892406.0,1119162.0,12,666.0,3,0.63,843673,0,Rejected
57,Male,Single,Not Graduate,Salaried,620357.0,189005.0,24,674.0,2,0.17,206476,0,Approved
34,Male,Married,Not Graduate,Self-Employed,423649.0,197960.0,24,489.0,0,0.26,178822,133230,Approved
38,Female,Single,Graduate,Salaried,1403504.0,77677.0,24,569.0,3,0.03,204130,0,Approved
47,Male,Single,Graduate,Self-Employed,968273.0,1080610.0,12,440.0,0,0.6,13880,0,Rejected
25,Female,Married,Graduate,Salaried,1057568.0,534596.0,48,507.0,0,0.16,499404,0,Approved
42,Male,Married,Graduate,Salaried,1397940.0,510282.0,12,677.0,1,0.39,659339,0,Rejected
39,Male,Single,Graduate,Self-Employed,369592.0,200500.0,36,667.0,2,0.22,442,0,Rejected
48,Female,Single,Not Graduate,Self-Employed,1813798.0,923907.0,36,430.0,0,0.2,47646,292252,Approved
35,Male,Married,Not Graduate,Salaried,1196343.0,553169.0,36,676.0,1,0.18,9698,0,Rejected
30,Male,Single,Graduate,Salaried,318566.0,149610.0,12,552.0,0,0.5,99780,0,Rejected
37,Male,Married,Not Graduate,Self-Employed,989589.0,61912.0,24,552.0,3,0.04,192371,0,Approved
58,Male,Married,Not Graduate,Self-Employed,960328.0,96265.0,36,638.0,1,0.04,463315,0,Approved
40,Male,Single,Not Graduate,Self-Employed,1304292.0,250782.0,36,601.0,2,0.04,559601,0,Approved
35,Male,Married,Graduate,Salaried,1470298.0,696438.0,36,591.0,0,0.19,626754,0,Approved
48,Female,Single,Not Graduate,Salaried,733740.0,148059.0,36,618.0,2,0.08,329070,0,Approved
21,Female,Married,Not Graduate,Salaried,648235.0,302837.0,48,700.0,1,0.15,241444,448397,Approved
45,Female,Married,Not Graduate,Salaried,1343280.0,251518.0,12,686.0,1,0.2,418594,52150,Approved
35,Male,Single,Graduate,Self-Employed,333188.0,97142.0,36,648.0,3,0.12,22622,0,Rejected
48,Female,Single,Not Graduate,Salaried,1284533.0,181293.0,12,696.0,1,0.15,152571,0,Approved
19,Female,Single,Graduate,Unemployed,21532.0,50000.0,12,644.0,1,1.0,6731,231217,Approved
19,Male,Married,Graduate,Self-Employed,22712.0,50000.0,36,654.0,3,0.88,3975,0,Rejected
58,Female,Married,Not Graduate,Salaried,592644.0,131258.0,60,665.0,2,0.06,38380,0,Rejected
32,Female,Married,Not Graduate,Salaried,987179.0,66803.0,60,607.0,3,0.02,403217,0,Approved
59,Male,Single,Graduate,Salaried,403213.0,58045.0,48,574.0,3,0.05,7037,0,Rejected
57,Male,Single,Graduate,Self-Employed,839218.0,852589.0,48,670.0,2,0.19,32560,0,Rejected
53,Female,Married,Not Graduate,Self-Employed,904926.0,471204.0,24,530.0,0,0.29,391845,364627,Approved
19,Female,Married,Not Graduate,Unemployed,14718.0,50000.0,48,609.0,1,1.0,2525,0,Rejected
23,Male,Single,Graduate,Part-Time,173691.0,62621.0,48,626.0,1,0.11,25165,0,Rejected
49,Male,Married,Graduate,Salaried,642401.0,374801.0,12,487.0,0,0.62,31582,0,Rejected
18,Female,Single,Not Graduate,Student,5483.0,50000.0,24,614.0,1,1.0,1345,198673,Rejected
27,Male,Single,Graduate,Salaried,557722.0,127599.0,60,622.0,2,0.04,25571,0,Rejected
59,Male,Married,Not Graduate,Salaried,527746.0,287922.0,36,679.0,2,0.22,141811,392838,Approved
19,Female,Married,Graduate,Unemployed,10983.0,50000.0,12,626.0,2,1.0,3196,0,Approved
25,Male,Married,Graduate,Salaried,1101994.0,185739.0,36,691.0,1,0.07,499463,185654,Approved
24,Male,Single,Graduate,Salaried,1250238.0,245606.0,48,540.0,0,0.04,361288,376662,Approved
57,Male,Married,Graduate,Salaried,930852.0,407636.0,36,601.0,2,0.17,24497,0,Rejected
19,Female,Married,Graduate,Unemployed,14561.0,50000.0,48,668.0,1,1.0,2316,0,Rejected
50,Male,Married,Graduate,Salaried,266253.0,65232.0,36,649.0,1,0.1,7121,262102,Approved
26,Male,Single,Not Graduate,Salaried,1119576.0,560874.0,48,626.0,3,0.09,493774,391894,Rejected
29,Female,Married,Graduate,Self-Employed,1434127.0,347936.0,24,600.0,2,0.14,478813,0,Approved
35,Female,Married,Not Graduate,Salaried,843806.0,440540.0,12,667.0,3,0.56,177864,0,Rejected
